instrument_id,symbol,tdx_node_code,tdx_node_name,damodaran_industry
29684,sz002947,X400201,消费电子组件,Electronics (General)
29715,sz002981,X400201,消费电子组件,Electronics (Consumer & Office)
29727,sz002993,X400201,消费电子组件,Computers/Peripherals
44375,sz300032,X400201,消费电子组件,Electrical Equipment
44450,sz300115,X400201,消费电子组件,Electronics (General)
44469,sz300136,X400201,消费电子组件,Telecom. Equipment
44604,sz300279,X400201,消费电子组件,Electronics (General)
44642,sz300322,X400201,消费电子组件,Telecom. Equipment
44740,sz300433,X400201,消费电子组件,Electronics (General)
44904,sz300602,X400201,消费电子组件,Electrical Equipment
44979,sz300679,X400201,消费电子组件,Electronics (General)
44986,sz300686,X400201,消费电子组件,Electronics (General)
45008,sz300709,X400201,消费电子组件,Electrical Equipment
45031,sz300735,X400201,消费电子组件,Electronics (Consumer & Office)
45079,sz300787,X400201,消费电子组件,Computers/Peripherals
45085,sz300793,X400201,消费电子组件,Electronics (Consumer & Office)
45133,sz300843,X400201,消费电子组件,Electronics (General)
45147,sz300857,X400201,消费电子组件,Computers/Peripherals
45158,sz300868,X400201,消费电子组件,Computers/Peripherals
45236,sz300951,X400201,消费电子组件,Electronics (General)
45240,sz300956,X400201,消费电子组件,Computers/Peripherals
45252,sz300968,X400201,消费电子组件,Computers/Peripherals
45259,sz300976,X400201,消费电子组件,Electronics (General)
45274,sz300991,X400201,消费电子组件,Electronics (General)
45331,sz301051,X400201,消费电子组件,Electronics (General)
45345,sz301067,X400201,消费电子组件,Computers/Peripherals
45362,sz301086,X400201,消费电子组件,Electronics (General)
45396,sz301123,X400201,消费电子组件,Electronics (General)
45441,sz301180,X400201,消费电子组件,Electronics (General)
45443,sz301182,X400201,消费电子组件,Electronics (General)
45522,sz301280,X400201,消费电子组件,Electronics (General)
45526,sz301285,X400201,消费电子组件,Electronics (General)
45564,sz301326,X400201,消费电子组件,Electronics (General)
45567,sz301329,X400201,消费电子组件,Electronics (General)
45606,sz301383,X400201,消费电子组件,Electronics (Consumer & Office)
45608,sz301387,X400201,消费电子组件,Electronics (General)
45610,sz301389,X400201,消费电子组件,Electronics (General)
45637,sz301486,X400201,消费电子组件,Electronics (General)
45641,sz301491,X400201,消费电子组件,Electronics (Consumer & Office)
45686,sz301567,X400201,消费电子组件,Electronics (General)
45722,sz301626,X400201,消费电子组件,Electronics (General)
45726,sz301631,X400201,消费电子组件,Electronics (General)
26737,sh688007,X400202,品牌消费电子,Electronics (General)
26763,sh688036,X400202,品牌消费电子,Computers/Peripherals
27108,sh688475,X400202,品牌消费电子,Electronics (General)
27308,sh688775,X400202,品牌消费电子,Electronics (Consumer & Office)
28757,sz001308,X400202,品牌消费电子,Electronics (General)
29588,sz002841,X400202,品牌消费电子,Electronics (General)
29691,sz002955,X400202,品牌消费电子,Electronics (General)
45156,sz300866,X400202,品牌消费电子,Computers/Peripherals
45449,sz301189,X400202,品牌消费电子,Electronics (Consumer & Office)
45712,sz301606,X400202,品牌消费电子,Computers/Peripherals
25080,sh600071,X400302,光学元件,Electronics (General)
26243,sh603297,X400302,光学元件,Electronics (General)
26491,sh603773,X400302,光学元件,Electronics (General)
26653,sh605118,X400302,光学元件,Electronics (General)
26727,sh605588,X400302,光学元件,Electronics (General)
26740,sh688010,X400302,光学元件,Electronics (General)
26799,sh688079,X400302,光学元件,Electronics (General)
26843,sh688127,X400302,光学元件,Electronics (General)
26875,sh688167,X400302,光学元件,Semiconductor
26888,sh688181,X400302,光学元件,Electronics (General)
26901,sh688195,X400302,光学元件,Electronics (General)
26989,sh688299,X400302,光学元件,Chemical (Basic)
26996,sh688307,X400302,光学元件,Electronics (General)
27011,sh688322,X400302,光学元件,Electronics (General)
27122,sh688502,X400302,光学元件,Electronics (General)
28310,sz000045,X400302,光学元件,Electronics (General)
28791,sz001373,X400302,光学元件,Electronics (General)
28846,sz002036,X400302,光学元件,Electronics (General)
28912,sz002106,X400302,光学元件,Electronics (General)
28991,sz002189,X400302,光学元件,Electronics (General)
29023,sz002222,X400302,光学元件,Electronics (General)
29071,sz002273,X400302,光学元件,Electronics (General)
29620,sz002876,X400302,光学元件,Electronics (General)
29698,sz002962,X400302,光学元件,Retail (Distributors)
29747,sz003015,X400302,光学元件,Electronics (General)
44428,sz300088,X400302,光学元件,Electronics (General)
44461,sz300128,X400302,光学元件,Electronics (General)
44649,sz300331,X400302,光学元件,Electronics (General)
44869,sz300566,X400302,光学元件,Chemical (Basic)
44991,sz300691,X400302,光学元件,Electronics (General)
45001,sz300701,X400302,光学元件,Electronics (General)
45082,sz300790,X400302,光学元件,Electronics (General)
45198,sz300909,X400302,光学元件,Electronics (General)
45325,sz301045,X400302,光学元件,Electronics (General)
45444,sz301183,X400302,光学元件,Electronics (General)
45624,sz301421,X400302,光学元件,Electronics (General)
45636,sz301479,X400302,光学元件,Electronics (Consumer & Office)
25224,sh600261,X400303,LED,Electrical Equipment
25513,sh600651,X400303,LED,Household Products
25552,sh600703,X400303,LED,Semiconductor
26248,sh603303,X400303,LED,Electrical Equipment
26358,sh603515,X400303,LED,Household Products
26442,sh603679,X400303,LED,Electrical Equipment
26447,sh603685,X400303,LED,Electrical Equipment
26680,sh605218,X400303,LED,Electronics (General)
26707,sh605365,X400303,LED,Electrical Equipment
28400,sz000541,X400303,LED,Electrical Equipment
28771,sz001326,X400303,LED,Electrical Equipment
28884,sz002076,X400303,LED,Electrical Equipment
28941,sz002137,X400303,LED,Software (System & Application)
29235,sz002449,X400303,LED,Electronics (General)
29362,sz002587,X400303,LED,Electronics (General)
29408,sz002638,X400303,LED,Electrical Equipment
29486,sz002724,X400303,LED,Electrical Equipment
29505,sz002745,X400303,LED,Semiconductor
29717,sz002983,X400303,LED,Electrical Equipment
29726,sz002992,X400303,LED,Semiconductor
44440,sz300102,X400303,LED,Semiconductor
44494,sz300162,X400303,LED,Semiconductor
44546,sz300219,X400303,LED,Semiconductor
44559,sz300232,X400303,LED,Electronics (General)
44568,sz300241,X400303,LED,Semiconductor
44595,sz300269,X400303,LED,Electronics (General)
44619,sz300296,X400303,LED,Electronics (General)
44623,sz300301,X400303,LED,Semiconductor
44625,sz300303,X400303,LED,Semiconductor
44643,sz300323,X400303,LED,Semiconductor
44699,sz300389,X400303,LED,Electronics (General)
44884,sz300582,X400303,LED,Electrical Equipment
44927,sz300625,X400303,LED,Electrical Equipment
44933,sz300632,X400303,LED,Electrical Equipment
45007,sz300708,X400303,LED,Semiconductor
45046,sz300752,X400303,LED,Semiconductor
45098,sz300808,X400303,LED,Electrical Equipment
45178,sz300889,X400303,LED,Electrical Equipment
45226,sz300940,X400303,LED,Semiconductor
45588,sz301362,X400303,LED,Electrical Equipment
25166,sh600183,X400401,PCB,Electronics (General)
25474,sh600601,X400401,PCB,Computers/Peripherals
26147,sh603175,X400401,PCB,Electronics (General)
26157,sh603186,X400401,PCB,Electronics (General)
26197,sh603228,X400401,PCB,Electronics (General)
26271,sh603328,X400401,PCB,Electronics (General)
26315,sh603386,X400401,PCB,Electronics (General)
26574,sh603920,X400401,PCB,Electronics (General)
26582,sh603936,X400401,PCB,Electronics (General)
26635,sh605058,X400401,PCB,Electronics (General)
26684,sh605258,X400401,PCB,Electronics (General)
26749,sh688020,X400401,PCB,Electronics (General)
26890,sh688183,X400401,PCB,Electronics (General)
27137,sh688519,X400401,PCB,Electronics (General)
27239,sh688655,X400401,PCB,Electronics (General)
28582,sz000823,X400401,PCB,Electronics (General)
28800,sz001389,X400401,PCB,Electronics (General)
28938,sz002134,X400401,PCB,Electronics (General)
28945,sz002141,X400401,PCB,Electrical Equipment
29175,sz002384,X400401,PCB,Electronics (General)
29223,sz002436,X400401,PCB,Electronics (General)
29248,sz002463,X400401,PCB,Electronics (General)
29327,sz002552,X400401,PCB,Steel
29354,sz002579,X400401,PCB,Electronics (General)
29406,sz002636,X400401,PCB,Electronics (General)
29563,sz002815,X400401,PCB,Electronics (General)
29654,sz002913,X400401,PCB,Electronics (General)
29656,sz002916,X400401,PCB,Electronics (General)
29676,sz002938,X400401,PCB,Electronics (General)
44783,sz300476,X400401,PCB,Electronics (General)
44957,sz300657,X400401,PCB,Electronics (General)
45035,sz300739,X400401,PCB,Electronics (General)
45104,sz300814,X400401,PCB,Electronics (General)
45142,sz300852,X400401,PCB,Electronics (General)
45192,sz300903,X400401,PCB,Electronics (General)
45222,sz300936,X400401,PCB,Electronics (General)
45248,sz300964,X400401,PCB,Electronics (General)
45322,sz301041,X400401,PCB,Electronics (General)
45404,sz301132,X400401,PCB,Electronics (General)
45437,sz301176,X400401,PCB,Electronics (General)
45498,sz301251,X400401,PCB,Electronics (General)
45524,sz301282,X400401,PCB,Electronics (General)
45591,sz301366,X400401,PCB,Electronics (General)
45723,sz301628,X400401,PCB,Electronics (General)
25208,sh600237,X400402,被动元件,Electronics (General)
25441,sh600563,X400402,被动元件,Electronics (General)
26482,sh603738,X400402,被动元件,Electrical Equipment
26610,sh603989,X400402,被动元件,Electronics (General)
27184,sh688582,X400402,被动元件,Electronics (General)
28465,sz000636,X400402,被动元件,Electronics (General)
28942,sz002138,X400402,被动元件,Electronics (General)
29001,sz002199,X400402,被动元件,Electronics (General)
29266,sz002484,X400402,被动元件,Electrical Equipment
29604,sz002859,X400402,被动元件,Packaging & Container
44639,sz300319,X400402,被动元件,Electronics (General)
44716,sz300408,X400402,被动元件,Electronics (General)
44767,sz300460,X400402,被动元件,Electronics (General)
45632,sz301458,X400402,被动元件,Electronics (General)
45685,sz301566,X400402,被动元件,Electronics (General)
25244,sh600288,X4005,其他电子,Computer Services
25291,sh600353,X4005,其他电子,Electronics (General)
25299,sh600363,X4005,其他电子,Semiconductor
26581,sh603933,X4005,其他电子,Semiconductor
26812,sh688093,X4005,其他电子,Chemical (Specialty)
26821,sh688103,X4005,其他电子,Electrical Equipment
27246,sh688662,X4005,其他电子,Semiconductor
27327,sh688800,X4005,其他电子,Electrical Equipment
28320,sz000062,X4005,其他电子,Computer Services
28480,sz000670,X4005,其他电子,Semiconductor
28748,sz001287,X4005,其他电子,Computer Services
28752,sz001298,X4005,其他电子,Computer Services
28934,sz002130,X4005,其他电子,Electrical Equipment
28943,sz002139,X4005,其他电子,Electronics (General)
29179,sz002388,X4005,其他电子,Electronics (General)
29193,sz002402,X4005,其他电子,Electronics (General)
29491,sz002729,X4005,其他电子,Electronics (General)
29614,sz002869,X4005,其他电子,Electronics (General)
29629,sz002885,X4005,其他电子,Electronics (General)
29759,sz003028,X4005,其他电子,Electrical Equipment
29762,sz003031,X4005,其他电子,Electronics (General)
44464,sz300131,X4005,其他电子,Electronics (General)
44515,sz300184,X4005,其他电子,Computer Services
44782,sz300475,X4005,其他电子,Computer Services
44800,sz300493,X4005,其他电子,Semiconductor
44847,sz300543,X4005,其他电子,Electronics (General)
44950,sz300650,X4005,其他电子,Electrical Equipment
44956,sz300656,X4005,其他电子,Electronics (General)
45112,sz300822,X4005,其他电子,Electrical Equipment
45204,sz300916,X4005,其他电子,Electronics (General)
45258,sz300975,X4005,其他电子,Computer Services
45374,sz301099,X4005,其他电子,Computer Services
45406,sz301135,X4005,其他电子,Electrical Equipment
45517,sz301275,X4005,其他电子,Electronics (General)
45553,sz301314,X4005,其他电子,Electronics (General)
45566,sz301328,X4005,其他电子,Electronics (General)
45585,sz301359,X4005,其他电子,Electrical Equipment
45683,sz301563,X4005,其他电子,Computer Services
45688,sz301571,X4005,其他电子,Aerospace/Defense
45690,sz301577,X4005,其他电子,Electronics (General)
45691,sz301578,X4005,其他电子,Electronics (Consumer & Office)
25274,sh600330,X4006,电子化学品,Electronics (General)
26005,sh603002,X4006,电子化学品,Chemical (Basic)
26071,sh603078,X4006,电子化学品,Chemical (Basic)
26104,sh603115,X4006,电子化学品,Electrical Equipment
26580,sh603931,X4006,电子化学品,Chemical (Specialty)
26748,sh688019,X4006,电子化学品,Semiconductor Equip
26762,sh688035,X4006,电子化学品,Chemical (Basic)
26823,sh688106,X4006,电子化学品,Chemical (Specialty)
26857,sh688146,X4006,电子化学品,Chemical (Specialty)
26860,sh688150,X4006,电子化学品,Semiconductor Equip
26962,sh688268,X4006,电子化学品,Chemical (Specialty)
27041,sh688359,X4006,电子化学品,Chemical (Specialty)
27052,sh688371,X4006,电子化学品,Chemical (Specialty)
27154,sh688545,X4006,电子化学品,Chemical (Basic)
27155,sh688548,X4006,电子化学品,Chemical (Specialty)
27156,sh688549,X4006,电子化学品,Chemical (Basic)
27157,sh688550,X4006,电子化学品,Chemical (Specialty)
27203,sh688603,X4006,电子化学品,Chemical (Specialty)
27261,sh688683,X4006,电子化学品,Chemical (Basic)
29359,sz002584,X4006,电子化学品,Chemical (Basic)
29413,sz002643,X4006,电子化学品,Chemical (Specialty)
29502,sz002741,X4006,电子化学品,Chemical (Specialty)
44396,sz300054,X4006,电子化学品,Chemical (Specialty)
44563,sz300236,X4006,电子化学品,Semiconductor Equip
44608,sz300285,X4006,电子化学品,Chemical (Specialty)
44662,sz300346,X4006,电子化学品,Chemical (Specialty)
44706,sz300398,X4006,电子化学品,Chemical (Specialty)
44737,sz300429,X4006,电子化学品,Chemical (Specialty)
44788,sz300481,X4006,电子化学品,Chemical (Specialty)
44841,sz300537,X4006,电子化学品,Chemical (Specialty)
44878,sz300576,X4006,电子化学品,Chemical (Specialty)
44955,sz300655,X4006,电子化学品,Chemical (Basic)
44984,sz300684,X4006,电子化学品,Electronics (General)
45558,sz301319,X4006,电子化学品,Electronics (General)
45640,sz301489,X4006,电子化学品,Electrical Equipment
45725,sz301630,X4006,电子化学品,Electronics (General)
26889,sh688182,X410102,网络接配及塔设,Electronics (General)
26910,sh688205,X410102,网络接配及塔设,Electronics (General)
27002,sh688313,X410102,网络接配及塔设,Semiconductor
27250,sh688668,X410102,网络接配及塔设,Electrical Equipment
28736,sz001267,X410102,网络接配及塔设,Environmental & Waste Services
28996,sz002194,X410102,网络接配及塔设,Telecom. Equipment
29078,sz002281,X410102,网络接配及塔设,Electronics (General)
29544,sz002792,X410102,网络接配及塔设,Telecom. Equipment
29640,sz002897,X410102,网络接配及塔设,Electronics (General)
29644,sz002902,X410102,网络接配及塔设,Electronics (General)
44467,sz300134,X410102,网络接配及塔设,Telecom. Equipment
44630,sz300308,X410102,网络接配及塔设,Telecom. Equipment
44702,sz300394,X410102,网络接配及塔设,Telecom. Equipment
44808,sz300502,X410102,网络接配及塔设,Electronics (General)
44851,sz300548,X410102,网络接配及塔设,Telecom. Equipment
44868,sz300565,X410102,网络接配及塔设,Telecom. Equipment
44873,sz300570,X410102,网络接配及塔设,Telecom. Equipment
44917,sz300615,X410102,网络接配及塔设,Electronics (General)
44922,sz300620,X410102,网络接配及塔设,Telecom. Equipment
44998,sz300698,X410102,网络接配及塔设,Telecom. Equipment
45009,sz300710,X410102,网络接配及塔设,Telecom. Equipment
45427,sz301165,X410102,网络接配及塔设,Telecom. Equipment
45451,sz301191,X410102,网络接配及塔设,Telecom. Equipment
45463,sz301205,X410102,网络接配及塔设,Electronics (General)
25615,sh600775,X410104,通信终端及配件,Telecom. Equipment
26076,sh603083,X410104,通信终端及配件,Telecom. Equipment
26107,sh603118,X410104,通信终端及配件,Telecom. Equipment
26204,sh603236,X410104,通信终端及配件,Electronics (General)
26283,sh603341,X410104,通信终端及配件,Computers/Peripherals
26506,sh603803,X410104,通信终端及配件,Telecom. Equipment
26755,sh688027,X410104,通信终端及配件,Telecom. Equipment
26818,sh688100,X410104,通信终端及配件,Electronics (General)
26868,sh688159,X410104,通信终端及配件,Telecom. Equipment
27193,sh688592,X410104,通信终端及配件,Telecom. Equipment
28828,sz002017,X410104,通信终端及配件,Computers/Peripherals
28910,sz002104,X410104,通信终端及配件,Computers/Peripherals
29108,sz002313,X410104,通信终端及配件,Telecom. Equipment
29160,sz002369,X410104,通信终端及配件,Telecom. Equipment
29770,sz003040,X410104,通信终端及配件,Semiconductor
44534,sz300205,X410104,通信终端及配件,Computers/Peripherals
44810,sz300504,X410104,通信终端及配件,Telecom. Equipment
44892,sz300590,X410104,通信终端及配件,Telecom. Equipment
44930,sz300628,X410104,通信终端及配件,Telecom. Equipment
44939,sz300638,X410104,通信终端及配件,Telecom. Equipment
44989,sz300689,X410104,通信终端及配件,Computers/Peripherals
45708,sz301600,X410104,通信终端及配件,Telecom. Equipment
45714,sz301608,X410104,通信终端及配件,Telecom. Equipment
25285,sh600345,X410105,其他通信设备,Telecom. Equipment
25616,sh600776,X410105,其他通信设备,Telecom. Equipment
26334,sh603421,X410105,其他通信设备,Semiconductor
26800,sh688080,X410105,其他通信设备,Telecom. Equipment
26882,sh688175,X410105,其他通信设备,Telecom. Equipment
26983,sh688292,X410105,其他通信设备,Telecom. Equipment
27085,sh688418,X410105,其他通信设备,Telecom. Equipment
27216,sh688618,X410105,其他通信设备,Telecom. Equipment
28963,sz002161,X410105,其他通信设备,Electronics (General)
29092,sz002296,X410105,其他通信设备,Telecom. Equipment
29174,sz002383,X410105,其他通信设备,Telecom. Equipment
29358,sz002583,X410105,其他通信设备,Telecom. Equipment
29547,sz002796,X410105,其他通信设备,Machinery
44514,sz300183,X410105,其他通信设备,Telecom. Equipment
44539,sz300211,X410105,其他通信设备,Telecom. Equipment
44541,sz300213,X410105,其他通信设备,Telecom. Equipment
44669,sz300353,X410105,其他通信设备,Telecom. Equipment
44722,sz300414,X410105,其他通信设备,Electrical Equipment
44858,sz300555,X410105,其他通信设备,Telecom. Equipment
44929,sz300627,X410105,其他通信设备,Telecom. Equipment
45010,sz300711,X410105,其他通信设备,Telecom. Equipment
45546,sz301307,X410105,其他通信设备,Metals & Mining
45623,sz301419,X410105,其他通信设备,Telecom. Equipment
26176,sh603206,X410302,网络工程施工,Computer Services
26190,sh603220,X410302,网络工程施工,Telecom. Services
26376,sh603559,X410302,网络工程施工,Computer Services
26399,sh603602,X410302,网络工程施工,Engineering/Construction
29668,sz002929,X410302,网络工程施工,Engineering/Construction
26356,sh603508,X420101,安防设备,Construction Supplies
27116,sh688489,X420101,安防设备,Computers/Peripherals
27217,sh688619,X420101,安防设备,Electronics (General)
29036,sz002236,X420101,安防设备,Electronics (General)
29205,sz002415,X420101,安防设备,Electronics (General)
29303,sz002528,X420101,安防设备,Electronics (General)
29582,sz002835,X420101,安防设备,Electronics (General)
29737,sz003004,X420101,安防设备,Business & Consumer Services
44488,sz300155,X420101,安防设备,Electronics (Consumer & Office)
44596,sz300270,X420101,安防设备,Electronics (General)
44756,sz300449,X420101,安防设备,Electronics (General)
44890,sz300588,X420101,安防设备,Computer Services
45173,sz300884,X420101,安防设备,Telecom. Equipment
45323,sz301042,X420101,安防设备,Electronics (General)
45557,sz301318,X420101,安防设备,Telecom. Equipment
45568,sz301330,X420101,安防设备,Electronics (General)
25100,sh600100,X420102,其他IT设备,Computers/Peripherals
26021,sh603019,X420102,其他IT设备,Computers/Peripherals
26096,sh603106,X420102,其他IT设备,Computers/Peripherals
26349,sh603496,X420102,其他IT设备,Telecom. Equipment
26359,sh603516,X420102,其他IT设备,Electronics (General)
26430,sh603660,X420102,其他IT设备,Telecom. Equipment
26782,sh688060,X420102,其他IT设备,Electronics (General)
26913,sh688208,X420102,其他IT设备,Auto Parts
26979,sh688288,X420102,其他IT设备,Software (System & Application)
28323,sz000066,X420102,其他IT设备,Computers/Peripherals
28655,sz000938,X420102,其他IT设备,Computer Services
28678,sz000977,X420102,其他IT设备,Computers/Peripherals
28690,sz000997,X420102,其他IT设备,Software (System & Application)
28718,sz001229,X420102,其他IT设备,Telecom. Equipment
28781,sz001339,X420102,其他IT设备,Computers/Peripherals
28954,sz002152,X420102,其他IT设备,Computers/Peripherals
28982,sz002180,X420102,其他IT设备,Computers/Peripherals
29066,sz002268,X420102,其他IT设备,Software (System & Application)
29167,sz002376,X420102,其他IT设备,Computers/Peripherals
29288,sz002512,X420102,其他IT设备,Electronics (General)
29352,sz002577,X420102,其他IT设备,Computers/Peripherals
29653,sz002912,X420102,其他IT设备,Computers/Peripherals
29705,sz002970,X420102,其他IT设备,Auto Parts
44384,sz300042,X420102,其他IT设备,Computers/Peripherals
44463,sz300130,X420102,其他IT设备,Electronics (General)
44576,sz300249,X420102,其他IT设备,Furn/Home Furnishings
44624,sz300302,X420102,其他IT设备,Software (System & Application)
44651,sz300333,X420102,其他IT设备,Electronics (General)
44680,sz300368,X420102,其他IT设备,Electronics (General)
44696,sz300386,X420102,其他IT设备,Computers/Peripherals
44762,sz300455,X420102,其他IT设备,Construction Supplies
44769,sz300462,X420102,其他IT设备,Machinery
44786,sz300479,X420102,其他IT设备,Electronics (General)
44835,sz300531,X420102,其他IT设备,Electronics (General)
44849,sz300546,X420102,其他IT设备,Electronics (General)
44855,sz300552,X420102,其他IT设备,Electronics (General)
44959,sz300659,X420102,其他IT设备,Software (System & Application)
45038,sz300743,X420102,其他IT设备,Chemical (Basic)
45063,sz300771,X420102,其他IT设备,Electronics (General)
45227,sz300941,X420102,其他IT设备,Electronics (General)
45576,sz301339,X420102,其他IT设备,Electronics (General)
45612,sz301391,X420102,其他IT设备,Electronics (General)
45647,sz301503,X420102,其他IT设备,Computers/Peripherals
45700,sz301589,X420102,其他IT设备,Electronics (General)
25231,sh600271,X420202,行业应用软件,Software (System & Application)
25245,sh600289,X420202,行业应用软件,Computer Services
25353,sh600446,X420202,行业应用软件,Software (System & Application)
25369,sh600476,X420202,行业应用软件,Computer Services
25420,sh600536,X420202,行业应用软件,Software (System & Application)
25446,sh600570,X420202,行业应用软件,Software (System & Application)
25447,sh600571,X420202,行业应用软件,Software (System & Application)
25565,sh600718,X420202,行业应用软件,Software (System & Application)
25574,sh600728,X420202,行业应用软件,Computer Services
25600,sh600756,X420202,行业应用软件,Software (System & Application)
25634,sh600797,X420202,行业应用软件,Computer Services
25671,sh600845,X420202,行业应用软件,Software (System & Application)
25735,sh600936,X420202,行业应用软件,Cable TV
25892,sh601519,X420202,行业应用软件,Financial Svcs. (Non-bank & Insurance)
26144,sh603171,X420202,行业应用软件,Software (System & Application)
26160,sh603189,X420202,行业应用软件,Software (System & Application)
26313,sh603383,X420202,行业应用软件,Software (System & Application)
26365,sh603528,X420202,行业应用软件,Electronics (General)
26419,sh603636,X420202,行业应用软件,Software (System & Application)
26533,sh603859,X420202,行业应用软件,Machinery
26540,sh603869,X420202,行业应用软件,Computer Services
26572,sh603918,X420202,行业应用软件,Software (System & Application)
26577,sh603927,X420202,行业应用软件,Software (System & Application)
26611,sh603990,X420202,行业应用软件,Heathcare Information and Technology
26734,sh688004,X420202,行业应用软件,Software (System & Application)
26759,sh688031,X420202,行业应用软件,Software (System & Application)
26766,sh688039,X420202,行业应用软件,Software (System & Application)
26774,sh688051,X420202,行业应用软件,Computer Services
26787,sh688066,X420202,行业应用软件,Software (System & Application)
26798,sh688078,X420202,行业应用软件,Software (System & Application)
26803,sh688083,X420202,行业应用软件,Software (System & Application)
26826,sh688109,X420202,行业应用软件,Software (System & Application)
26879,sh688171,X420202,行业应用软件,Telecom. Equipment
26928,sh688225,X420202,行业应用软件,Software (System & Application)
26931,sh688228,X420202,行业应用软件,Software (Internet)
26932,sh688229,X420202,行业应用软件,Software (System & Application)
26935,sh688232,X420202,行业应用软件,Software (System & Application)
26943,sh688244,X420202,行业应用软件,Software (System & Application)
26944,sh688246,X420202,行业应用软件,Heathcare Information and Technology
26982,sh688291,X420202,行业应用软件,Electronics (General)
26986,sh688296,X420202,行业应用软件,Software (System & Application)
27007,sh688318,X420202,行业应用软件,Software (System & Application)
27015,sh688327,X420202,行业应用软件,Software (System & Application)
27028,sh688343,X420202,行业应用软件,Software (System & Application)
27050,sh688369,X420202,行业应用软件,Software (System & Application)
27094,sh688435,X420202,行业应用软件,Software (System & Application)
27110,sh688479,X420202,行业应用软件,Software (System & Application)
27120,sh688500,X420202,行业应用软件,Business & Consumer Services
27126,sh688507,X420202,行业应用软件,Software (System & Application)
27128,sh688509,X420202,行业应用软件,Business & Consumer Services
27167,sh688562,X420202,行业应用软件,Computer Services
27181,sh688579,X420202,行业应用软件,Software (System & Application)
27189,sh688588,X420202,行业应用软件,Software (System & Application)
27213,sh688615,X420202,行业应用软件,Software (System & Application)
27228,sh688631,X420202,行业应用软件,Aerospace/Defense
27236,sh688651,X420202,行业应用软件,Software (System & Application)
27241,sh688657,X420202,行业应用软件,Software (System & Application)
28339,sz000158,X420202,行业应用软件,Apparel
28352,sz000409,X420202,行业应用软件,Steel
28370,sz000503,X420202,行业应用软件,Healthcare Support Services
28412,sz000555,X420202,行业应用软件,Computer Services
28656,sz000948,X420202,行业应用软件,Computer Services
28873,sz002063,X420202,行业应用软件,Software (System & Application)
28875,sz002065,X420202,行业应用软件,Computer Services
28980,sz002178,X420202,行业应用软件,Engineering/Construction
29032,sz002232,X420202,行业应用软件,Software (System & Application)
29053,sz002253,X420202,行业应用软件,Software (System & Application)
29117,sz002322,X420202,行业应用软件,Electrical Equipment
29125,sz002331,X420202,行业应用软件,Computer Services
29159,sz002368,X420202,行业应用软件,Computer Services
29164,sz002373,X420202,行业应用软件,Computer Services
29171,sz002380,X420202,行业应用软件,Software (System & Application)
29192,sz002401,X420202,行业应用软件,Computer Services
29196,sz002405,X420202,行业应用软件,Software (System & Application)
29210,sz002421,X420202,行业应用软件,Computer Services
29257,sz002474,X420202,行业应用软件,Computer Services
29383,sz002609,X420202,行业应用软件,Electronics (General)
29412,sz002642,X420202,行业应用软件,Computer Services
29419,sz002649,X420202,行业应用软件,Computer Services
29427,sz002657,X420202,行业应用软件,Software (System & Application)
29526,sz002771,X420202,行业应用软件,Computer Services
29531,sz002777,X420202,行业应用软件,Software (System & Application)
29649,sz002908,X420202,行业应用软件,Electronics (General)
29721,sz002987,X420202,行业应用软件,Computer Services
29724,sz002990,X420202,行业应用软件,Electronics (General)
29738,sz003005,X420202,行业应用软件,Computer Services
44366,sz300020,X420202,行业应用软件,Computer Services
44376,sz300033,X420202,行业应用软件,Financial Svcs. (Non-bank & Insurance)
44379,sz300036,X420202,行业应用软件,Software (System & Application)
44386,sz300044,X420202,行业应用软件,Computer Services
44389,sz300047,X420202,行业应用软件,Software (System & Application)
44414,sz300074,X420202,行业应用软件,Telecom. Equipment
44415,sz300075,X420202,行业应用软件,Computer Services
44418,sz300078,X420202,行业应用软件,Electronics (General)
44419,sz300079,X420202,行业应用软件,Telecom. Equipment
44425,sz300085,X420202,行业应用软件,Software (System & Application)
44434,sz300096,X420202,行业应用软件,Software (System & Application)
44436,sz300098,X420202,行业应用软件,Telecom. Equipment
44483,sz300150,X420202,行业应用软件,Electronics (General)
44498,sz300166,X420202,行业应用软件,Software (System & Application)
44499,sz300167,X420202,行业应用软件,Telecom. Equipment
44500,sz300168,X420202,行业应用软件,Computer Services
44540,sz300212,X420202,行业应用软件,Software (System & Application)
44556,sz300229,X420202,行业应用软件,Software (System & Application)
44558,sz300231,X420202,行业应用软件,Computer Services
44562,sz300235,X420202,行业应用软件,Entertainment
44572,sz300245,X420202,行业应用软件,Computer Services
44575,sz300248,X420202,行业应用软件,Electronics (General)
44577,sz300250,X420202,行业应用软件,Telecom. Equipment
44580,sz300253,X420202,行业应用软件,Heathcare Information and Technology
44590,sz300264,X420202,行业应用软件,Computer Services
44597,sz300271,X420202,行业应用软件,Software (System & Application)
44610,sz300287,X420202,行业应用软件,Computer Services
44611,sz300288,X420202,行业应用软件,Heathcare Information and Technology
44613,sz300290,X420202,行业应用软件,Computer Services
44622,sz300300,X420202,行业应用软件,Computer Services
44644,sz300324,X420202,行业应用软件,Aerospace/Defense
44656,sz300339,X420202,行业应用软件,Software (System & Application)
44664,sz300348,X420202,行业应用软件,Computer Services
44678,sz300365,X420202,行业应用软件,Software (System & Application)
44679,sz300366,X420202,行业应用软件,Computer Services
