instrument_id,symbol,tdx_node_code,tdx_node_name,damodaran_industry
45593,sz301368,X320203,机械基础件,Machinery
45673,sz301548,X320203,机械基础件,Machinery
45705,sz301596,X320203,机械基础件,Machinery
45718,sz301616,X320203,机械基础件,Machinery
25112,sh600114,X320204,金属制品,Auto Parts
25436,sh600558,X320204,金属制品,Machinery
25683,sh600860,X320204,金属制品,Machinery
25770,sh600992,X320204,金属制品,Steel
26029,sh603028,X320204,金属制品,Steel
26102,sh603112,X320204,金属制品,Machinery
26221,sh603270,X320204,金属制品,Machinery
26228,sh603278,X320204,金属制品,Steel
26597,sh603969,X320204,金属制品,Steel
26781,sh688059,X320204,金属制品,Machinery
26953,sh688257,X320204,金属制品,Machinery
26997,sh688308,X320204,金属制品,Machinery
27037,sh688355,X320204,金属制品,Metals & Mining
27059,sh688379,X320204,金属制品,Metals & Mining
28308,sz000039,X320204,金属制品,Machinery
28794,sz001379,X320204,金属制品,Machinery
28936,sz002132,X320204,金属制品,Steel
28952,sz002150,X320204,金属制品,Furn/Home Furnishings
29134,sz002342,X320204,金属制品,Steel
29232,sz002445,X320204,金属制品,Steel
29290,sz002514,X320204,金属制品,Machinery
29484,sz002722,X320204,金属制品,Machinery
29590,sz002843,X320204,金属制品,Machinery
44587,sz300260,X320204,金属制品,Machinery
44710,sz300402,X320204,金属制品,Machinery
44795,sz300488,X320204,金属制品,Machinery
45118,sz300828,X320204,金属制品,Metals & Mining
45231,sz300946,X320204,金属制品,Machinery
45271,sz300988,X320204,金属制品,Auto Parts
45408,sz301137,X320204,金属制品,Machinery
45423,sz301160,X320204,金属制品,Steel
45461,sz301202,X320204,金属制品,Computers/Peripherals
45512,sz301268,X320204,金属制品,Machinery
45548,sz301309,X320204,金属制品,Building Materials
45600,sz301377,X320204,金属制品,Machinery
45681,sz301559,X320204,金属制品,Machinery
25181,sh600202,X320206,制冷空调设备,Building Materials
26158,sh603187,X320206,制冷空调设备,Machinery
26227,sh603277,X320206,制冷空调设备,Machinery
26274,sh603331,X320206,制冷空调设备,Machinery
26282,sh603339,X320206,制冷空调设备,Machinery
28391,sz000530,X320206,制冷空调设备,Machinery
28572,sz000811,X320206,制冷空调设备,Machinery
28960,sz002158,X320206,制冷空调设备,Machinery
29409,sz002639,X320206,制冷空调设备,Machinery
44748,sz300441,X320206,制冷空调设备,Machinery
45273,sz300990,X320206,制冷空调设备,Machinery
45300,sz301018,X320206,制冷空调设备,Building Materials
45499,sz301252,X320206,制冷空调设备,Machinery
45515,sz301272,X320206,制冷空调设备,Machinery
45619,sz301399,X320206,制冷空调设备,Machinery
25158,sh600172,X320207,磨具磨料,Machinery
25622,sh600783,X320207,磨具磨料,Chemical (Specialty)
29079,sz002282,X320207,磨具磨料,Machinery
29517,sz002760,X320207,磨具磨料,Steel
44510,sz300179,X320207,磨具磨料,Machinery
44857,sz300554,X320207,磨具磨料,Semiconductor Equip
44908,sz300606,X320207,磨具磨料,Paper/Forest Products
45000,sz300700,X320207,磨具磨料,Machinery
45108,sz300818,X320207,磨具磨料,Construction Supplies
45151,sz300861,X320207,磨具磨料,Semiconductor Equip
25284,sh600343,X320299,其他通用设备,Machinery
25880,sh601369,X320299,其他通用设备,Electrical Equipment
26082,sh603090,X320299,其他通用设备,Machinery
26084,sh603092,X320299,其他通用设备,Electrical Equipment
26120,sh603131,X320299,其他通用设备,Machinery
26220,sh603269,X320299,其他通用设备,Engineering/Construction
26326,sh603400,X320299,其他通用设备,Electrical Equipment
26685,sh605259,X320299,其他通用设备,Machinery
26948,sh688251,X320299,其他通用设备,Machinery
27021,sh688333,X320299,其他通用设备,Machinery
27100,sh688455,X320299,其他通用设备,Machinery
28807,sz001400,X320299,其他通用设备,Metals & Mining
28808,sz001696,X320299,其他通用设备,Auto Parts
29070,sz002272,X320299,其他通用设备,Machinery
29231,sz002444,X320299,其他通用设备,Furn/Home Furnishings
29305,sz002530,X320299,其他通用设备,Machinery
29373,sz002598,X320299,其他通用设备,Machinery
29453,sz002686,X320299,其他通用设备,Building Materials
44350,sz300004,X320299,其他通用设备,Building Materials
44429,sz300091,X320299,其他通用设备,Machinery
44459,sz300126,X320299,其他通用设备,Machinery
44487,sz300154,X320299,其他通用设备,Machinery
44489,sz300157,X320299,其他通用设备,Oilfield Svcs/Equip.
44523,sz300193,X320299,其他通用设备,Machinery
44584,sz300257,X320299,其他通用设备,Machinery
44589,sz300263,X320299,其他通用设备,Machinery
44602,sz300277,X320299,其他通用设备,Electrical Equipment
44719,sz300411,X320299,其他通用设备,Machinery
45310,sz301028,X320299,其他通用设备,Machinery
45324,sz301043,X320299,其他通用设备,Building Materials
45348,sz301070,X320299,其他通用设备,Machinery
45381,sz301107,X320299,其他通用设备,Electrical Equipment
45516,sz301273,X320299,其他通用设备,Machinery
45556,sz301317,X320299,其他通用设备,Machinery
45580,sz301353,X320299,其他通用设备,Furn/Home Furnishings
45629,sz301448,X320299,其他通用设备,Furn/Home Furnishings
25155,sh600169,X320301,能源及重型设备,Construction Supplies
25225,sh600262,X320301,能源及重型设备,Construction Supplies
25266,sh600320,X320301,能源及重型设备,Construction Supplies
25326,sh600397,X320301,能源及重型设备,Coal & Related Energy
25457,sh600582,X320301,能源及重型设备,Machinery
25759,sh600980,X320301,能源及重型设备,Steel
25816,sh601106,X320301,能源及重型设备,Machinery
25886,sh601399,X320301,能源及重型设备,Machinery
25908,sh601608,X320301,能源及重型设备,Machinery
25933,sh601717,X320301,能源及重型设备,Construction Supplies
25942,sh601798,X320301,能源及重型设备,Oilfield Svcs/Equip.
26014,sh603012,X320301,能源及重型设备,Construction Supplies
26036,sh603036,X320301,能源及重型设备,Oilfield Svcs/Equip.
26142,sh603169,X320301,能源及重型设备,Machinery
26268,sh603325,X320301,能源及重型设备,Machinery
26319,sh603391,X320301,能源及重型设备,Machinery
26456,sh603698,X320301,能源及重型设备,Oilfield Svcs/Equip.
26504,sh603800,X320301,能源及重型设备,Oilfield Svcs/Equip.
26594,sh603966,X320301,能源及重型设备,Construction Supplies
26838,sh688121,X320301,能源及重型设备,Machinery
27057,sh688377,X320301,能源及重型设备,Oilfield Svcs/Equip.
27229,sh688633,X320301,能源及重型设备,Machinery
28595,sz000852,X320301,能源及重型设备,Oilfield Svcs/Equip.
28775,sz001332,X320301,能源及重型设备,Machinery
28785,sz001360,X320301,能源及重型设备,Construction Supplies
29006,sz002204,X320301,能源及重型设备,Machinery
29076,sz002278,X320301,能源及重型设备,Oilfield Svcs/Equip.
29145,sz002353,X320301,能源及重型设备,Oilfield Svcs/Equip.
29157,sz002366,X320301,能源及重型设备,Machinery
29265,sz002483,X320301,能源及重型设备,Machinery
29299,sz002523,X320301,能源及重型设备,Construction Supplies
29301,sz002526,X320301,能源及重型设备,Construction Supplies
29310,sz002535,X320301,能源及重型设备,Machinery
29458,sz002691,X320301,能源及重型设备,Construction Supplies
29492,sz002730,X320301,能源及重型设备,Electrical Equipment
44424,sz300084,X320301,能源及重型设备,Oilfield Svcs/Equip.
44430,sz300092,X320301,能源及重型设备,Machinery
44433,sz300095,X320301,能源及重型设备,Machinery
44437,sz300099,X320301,能源及重型设备,Construction Supplies
44600,sz300275,X320301,能源及重型设备,Machinery
44787,sz300480,X320301,能源及重型设备,Electronics (General)
45127,sz300837,X320301,能源及重型设备,Construction Supplies
45155,sz300865,X320301,能源及重型设备,Construction Supplies
45421,sz301158,X320301,能源及重型设备,Oilfield Svcs/Equip.
26563,sh603901,X320302,印刷包装机械,Machinery
27319,sh688789,X320302,印刷包装机械,Machinery
28730,sz001256,X320302,印刷包装机械,Machinery
29011,sz002209,X320302,印刷包装机械,Machinery
29384,sz002611,X320302,印刷包装机械,Auto Parts
44525,sz300195,X320302,印刷包装机械,Machinery
44692,sz300382,X320302,印刷包装机械,Machinery
44815,sz300509,X320302,印刷包装机械,Machinery
44818,sz300512,X320302,印刷包装机械,Machinery
44827,sz300521,X320302,印刷包装机械,Machinery
45379,sz301105,X320302,印刷包装机械,Machinery
45409,sz301138,X320302,印刷包装机械,Machinery
25203,sh600232,X320303,纺织服装设备,Apparel
25253,sh600302,X320303,纺织服装设备,Machinery
25426,sh600545,X320303,纺织服装设备,Machinery
25669,sh600843,X320303,纺织服装设备,Machinery
26086,sh603095,X320303,纺织服装设备,Machinery
26280,sh603337,X320303,纺织服装设备,Machinery
28818,sz002006,X320303,纺织服装设备,Machinery
28831,sz002021,X320303,纺织服装设备,Machinery
29766,sz003036,X320303,纺织服装设备,Machinery
44629,sz300307,X320303,纺织服装设备,Machinery
45333,sz301053,X320303,纺织服装设备,Machinery
26030,sh603029,X320304,农用机械,Machinery
26499,sh603789,X320304,农用机械,Farming/Agriculture
29533,sz002779,X320304,农用机械,Furn/Home Furnishings
29634,sz002890,X320304,农用机械,Farming/Agriculture
44491,sz300159,X320304,农用机械,Farming/Agriculture
45168,sz300879,X320304,农用机械,Furn/Home Furnishings
45505,sz301260,X320304,农用机械,Furn/Home Furnishings
45668,sz301533,X320304,农用机械,Farming/Agriculture
25352,sh600444,X320399,其他专用设备,Building Materials
25388,sh600499,X320399,其他专用设备,Machinery
25390,sh600501,X320399,其他专用设备,Construction Supplies
25454,sh600579,X320399,其他专用设备,Machinery
26013,sh603011,X320399,其他专用设备,Machinery
26033,sh603032,X320399,其他专用设备,Machinery
26069,sh603076,X320399,其他专用设备,Machinery
26074,sh603081,X320399,其他专用设备,Business & Consumer Services
26122,sh603135,X320399,其他专用设备,Machinery
26133,sh603159,X320399,其他专用设备,Chemical (Basic)
26146,sh603173,X320399,其他专用设备,Machinery
26174,sh603203,X320399,其他专用设备,Machinery
26224,sh603273,X320399,其他专用设备,Machinery
26232,sh603282,X320399,其他专用设备,Machinery
26238,sh603289,X320399,其他专用设备,Machinery
26406,sh603611,X320399,其他专用设备,Machinery
26426,sh603656,X320399,其他专用设备,Machinery
26530,sh603855,X320399,其他专用设备,Electrical Equipment
26557,sh603895,X320399,其他专用设备,Machinery
26568,sh603912,X320399,其他专用设备,Machinery
26590,sh603956,X320399,其他专用设备,Machinery
26731,sh688001,X320399,其他专用设备,Electronics (General)
26733,sh688003,X320399,其他专用设备,Electronics (General)
26751,sh688022,X320399,其他专用设备,Machinery
26792,sh688071,X320399,其他专用设备,Electronics (General)
26811,sh688092,X320399,其他专用设备,Machinery
26830,sh688113,X320399,其他专用设备,Electronics (General)
26841,sh688125,X320399,其他专用设备,Machinery
26844,sh688128,X320399,其他专用设备,Electrical Equipment
26871,sh688162,X320399,其他专用设备,Machinery
26916,sh688211,X320399,其他专用设备,Machinery
26919,sh688215,X320399,其他专用设备,Machinery
26995,sh688306,X320399,其他专用设备,Machinery
27001,sh688312,X320399,其他专用设备,Electronics (General)
27016,sh688328,X320399,其他专用设备,Semiconductor Equip
27042,sh688360,X320399,其他专用设备,Machinery
27058,sh688378,X320399,其他专用设备,Electronics (General)
27063,sh688383,X320399,其他专用设备,Semiconductor Equip
27071,sh688392,X320399,其他专用设备,Machinery
27077,sh688400,X320399,其他专用设备,Electronics (General)
27087,sh688420,X320399,其他专用设备,Construction Supplies
27093,sh688433,X320399,其他专用设备,Machinery
27097,sh688448,X320399,其他专用设备,Machinery
27145,sh688529,X320399,其他专用设备,Machinery
27147,sh688531,X320399,其他专用设备,Electronics (General)
27162,sh688557,X320399,其他专用设备,Machinery
27224,sh688627,X320399,其他专用设备,Electronics (General)
27227,sh688630,X320399,其他专用设备,Semiconductor Equip
27235,sh688648,X320399,其他专用设备,Machinery
27275,sh688700,X320399,其他专用设备,Machinery
27299,sh688755,X320399,其他专用设备,Heathcare Information and Technology
28596,sz000856,X320399,其他专用设备,Machinery
28713,sz001223,X320399,其他专用设备,Machinery
28714,sz001225,X320399,其他专用设备,Machinery
28749,sz001288,X320399,其他专用设备,Machinery
28804,sz001395,X320399,其他专用设备,Machinery
28821,sz002009,X320399,其他专用设备,Machinery
28841,sz002031,X320399,其他专用设备,Auto Parts
28881,sz002073,X320399,其他专用设备,Machinery
29130,sz002337,X320399,其他专用设备,Machinery
29219,sz002430,X320399,其他专用设备,Chemical (Specialty)
29304,sz002529,X320399,其他专用设备,Machinery
29339,sz002564,X320399,其他专用设备,Engineering/Construction
29370,sz002595,X320399,其他专用设备,Machinery
29386,sz002613,X320399,其他专用设备,Machinery
29457,sz002690,X320399,其他专用设备,Machinery
29465,sz002698,X320399,其他专用设备,Machinery
29514,sz002757,X320399,其他专用设备,Machinery
29538,sz002786,X320399,其他专用设备,Machinery
29564,sz002816,X320399,其他专用设备,Machinery
29581,sz002833,X320399,其他专用设备,Machinery
29584,sz002837,X320399,其他专用设备,Machinery
44435,sz300097,X320399,其他专用设备,Machinery
44441,sz300103,X320399,其他专用设备,Construction Supplies
44484,sz300151,X320399,其他专用设备,Machinery
44538,sz300210,X320399,其他专用设备,Construction Supplies
44555,sz300228,X320399,其他专用设备,Machinery
44601,sz300276,X320399,其他专用设备,Machinery
44605,sz300281,X320399,其他专用设备,Machinery
44616,sz300293,X320399,其他专用设备,Machinery
44708,sz300400,X320399,其他专用设备,Machinery
44723,sz300415,X320399,其他专用设备,Machinery
44728,sz300420,X320399,其他专用设备,Machinery
44778,sz300471,X320399,其他专用设备,Oilfield Svcs/Equip.
44779,sz300472,X320399,其他专用设备,Machinery
44793,sz300486,X320399,其他专用设备,Machinery
44805,sz300499,X320399,其他专用设备,Machinery
44844,sz300540,X320399,其他专用设备,Machinery
44848,sz300545,X320399,其他专用设备,Machinery
44852,sz300549,X320399,其他专用设备,Machinery
45049,sz300756,X320399,其他专用设备,Machinery
45102,sz300812,X320399,其他专用设备,Semiconductor Equip
45113,sz300823,X320399,其他专用设备,Machinery
45123,sz300833,X320399,其他专用设备,Electrical Equipment
45126,sz300836,X320399,其他专用设备,Machinery
45191,sz300902,X320399,其他专用设备,Electronics (General)
45235,sz300950,X320399,其他专用设备,Machinery
45281,sz300998,X320399,其他专用设备,Auto Parts
45296,sz301013,X320399,其他专用设备,Electronics (General)
45304,sz301022,X320399,其他专用设备,Auto Parts
45311,sz301029,X320399,其他专用设备,Machinery
45360,sz301083,X320399,其他专用设备,Machinery
45386,sz301112,X320399,其他专用设备,Machinery
45400,sz301128,X320399,其他专用设备,Machinery
45446,sz301186,X320399,其他专用设备,Auto Parts
45455,sz301196,X320399,其他专用设备,Machinery
45459,sz301200,X320399,其他专用设备,Machinery
45550,sz301311,X320399,其他专用设备,Machinery
45563,sz301325,X320399,其他专用设备,Machinery
45575,sz301338,X320399,其他专用设备,Machinery
45586,sz301360,X320399,其他专用设备,Machinery
45613,sz301392,X320399,其他专用设备,Machinery
45634,sz301468,X320399,其他专用设备,Machinery
45687,sz301568,X320399,其他专用设备,Electronics (General)
45706,sz301598,X320399,其他专用设备,Machinery
45709,sz301601,X320399,其他专用设备,Machinery
45734,sz301662,X320399,其他专用设备,Machinery
25054,sh600031,X320401,工程机械整机,Construction Supplies
25605,sh600761,X320401,工程机械整机,Construction Supplies
25647,sh600815,X320401,工程机械整机,Construction Supplies
25763,sh600984,X320401,工程机械整机,Construction Supplies
26165,sh603194,X320401,工程机械整机,Machinery
26230,sh603280,X320401,工程机械整机,Construction Supplies
26244,sh603298,X320401,工程机械整机,Construction Supplies
26281,sh603338,X320401,工程机械整机,Construction Supplies
26698,sh605305,X320401,工程机械整机,Construction Supplies
27088,sh688425,X320401,工程机械整机,Construction Supplies
28338,sz000157,X320401,工程机械整机,Construction Supplies
28362,sz000425,X320401,工程机械整机,Construction Supplies
28389,sz000528,X320401,工程机械整机,Construction Supplies
28486,sz000680,X320401,工程机械整机,Construction Supplies
28903,sz002097,X320401,工程机械整机,Construction Supplies
44531,sz300201,X320401,工程机械整机,Construction Supplies
25814,sh601100,X320402,工程机械零件,Machinery
26421,sh603638,X320402,工程机械零件,Machinery
26715,sh605389,X320402,工程机械零件,Construction Supplies
28715,sz001226,X320402,工程机械零件,Construction Supplies
28727,sz001239,X320402,工程机械零件,Construction Supplies
45356,sz301079,X320402,工程机械零件,Machinery
45424,sz301161,X320402,工程机械零件,Machinery
45521,sz301279,X320402,工程机械零件,Auto Parts
45628,sz301446,X320402,工程机械零件,Construction Supplies
25189,sh600215,X320501,机器人,Real Estate (Development)
26435,sh603666,X320501,机器人,Machinery
26746,sh688017,X320501,机器人,Machinery
26809,sh688090,X320501,机器人,Machinery
26873,sh688165,X320501,机器人,Machinery
26922,sh688218,X320501,机器人,Machinery
26951,sh688255,X320501,机器人,Machinery
26981,sh688290,X320501,机器人,Machinery
29507,sz002747,X320501,机器人,Machinery
44369,sz300024,X320501,机器人,Machinery
44909,sz300607,X320501,机器人,Machinery
45458,sz301199,X320501,机器人,Machinery
25438,sh600560,X320502,工业控制设备,Electrical Equipment
26017,sh603015,X320502,工业控制设备,Electronics (General)
26026,sh603025,X320502,工业控制设备,Electronics (General)
26225,sh603275,X320502,工业控制设备,Electrical Equipment
26233,sh603283,X320502,工业控制设备,Machinery
26332,sh603416,X320502,工业控制设备,Electronics (General)
26386,sh603583,X320502,工业控制设备,Electronics (General)
26691,sh605288,X320502,工业控制设备,Electrical Equipment
26815,sh688097,X320502,工业控制设备,Machinery
26869,sh688160,X320502,工业控制设备,Electronics (General)
26895,sh688188,X320502,工业控制设备,Electronics (General)
27009,sh688320,X320502,工业控制设备,Electronics (General)
27073,sh688395,X320502,工业控制设备,Electrical Equipment
27174,sh688570,X320502,工业控制设备,Construction Supplies
27263,sh688686,X320502,工业控制设备,Electronics (General)
27273,sh688698,X320502,工业控制设备,Electrical Equipment
27310,sh688777,X320502,工业控制设备,Electronics (General)
28735,sz001266,X320502,工业控制设备,Electronics (General)
28986,sz002184,X320502,工业控制设备,Computer Services
29128,sz002334,X320502,工业控制设备,Electrical Equipment
29302,sz002527,X320502,工业控制设备,Machinery
29693,sz002957,X320502,工业控制设备,Machinery
29709,sz002975,X320502,工业控制设备,Electronics (General)
29713,sz002979,X320502,工业控制设备,Electronics (General)
44457,sz300124,X320502,工业控制设备,Machinery
44603,sz300278,X320502,工业控制设备,Machinery
44738,sz300430,X320502,工业控制设备,Machinery
44768,sz300461,X320502,工业控制设备,Machinery
44791,sz300484,X320502,工业控制设备,Electrical Equipment
45050,sz300757,X320502,工业控制设备,Machinery
45092,sz300802,X320502,工业控制设备,Electronics (General)
45426,sz301163,X320502,工业控制设备,Steel
45559,sz301320,X320502,工业控制设备,Electrical Equipment
45622,sz301418,X320502,工业控制设备,Electrical Equipment
45652,sz301510,X320502,工业控制设备,Electronics (General)
45728,sz301633,X320502,工业控制设备,Electrical Equipment
26075,sh603082,X320599,其他自动化设备,Machinery
26673,sh605186,X320599,其他自动化设备,Healthcare Products
27017,sh688329,X320599,其他自动化设备,Healthcare Products
27221,sh688623,X320599,其他自动化设备,Electronics (General)
45551,sz301312,X320599,其他自动化设备,Electronics (General)
45654,sz301512,X320599,其他自动化设备,Machinery
25183,sh600206,X400101,半导体材料,Semiconductor
25505,sh600641,X400101,半导体材料,Real Estate (Development)
25525,sh600666,X400101,半导体材料,Machinery
26612,sh603991,X400101,半导体材料,Chemical (Specialty)
26706,sh605358,X400101,半导体材料,Semiconductor Equip
26842,sh688126,X400101,半导体材料,Semiconductor Equip
26853,sh688138,X400101,半导体材料,Electronics (General)
26936,sh688233,X400101,半导体材料,Semiconductor Equip
26937,sh688234,X400101,半导体材料,Semiconductor Equip
27078,sh688401,X400101,半导体材料,Electronics (General)
27092,sh688432,X400101,半导体材料,Semiconductor Equip
27146,sh688530,X400101,半导体材料,Semiconductor Equip
27149,sh688535,X400101,半导体材料,Semiconductor Equip
27186,sh688584,X400101,半导体材料,Semiconductor
27288,sh688720,X400101,半导体材料,Semiconductor Equip
27289,sh688721,X400101,半导体材料,Semiconductor Equip
27292,sh688727,X400101,半导体材料,Semiconductor Equip
27314,sh688783,X400101,半导体材料,Semiconductor Equip
27333,sh688809,X400101,半导体材料,Semiconductor
28923,sz002119,X400101,半导体材料,Semiconductor Equip
29200,sz002409,X400101,半导体材料,Chemical (Basic)
29757,sz003026,X400101,半导体材料,Semiconductor
44966,sz300666,X400101,半导体材料,Semiconductor
45005,sz300706,X400101,半导体材料,Chemical (Basic)
45693,sz301581,X400101,半导体材料,Semiconductor Equip
45716,sz301611,X400101,半导体材料,Machinery
45741,sz301678,X400101,半导体材料,Semiconductor
25157,sh600171,X400103,集成电路设计,Semiconductor
25699,sh600877,X400103,集成电路设计,Semiconductor
26062,sh603068,X400103,集成电路设计,Semiconductor
26134,sh603160,X400103,集成电路设计,Semiconductor
26305,sh603375,X400103,集成电路设计,Electronics (General)
26352,sh603501,X400103,集成电路设计,Semiconductor
26556,sh603893,X400103,集成电路设计,Semiconductor
26607,sh603986,X400103,集成电路设计,Semiconductor
26738,sh688008,X400103,集成电路设计,Semiconductor
26747,sh688018,X400103,集成电路设计,Semiconductor
26767,sh688041,X400103,集成电路设计,Semiconductor
26768,sh688045,X400103,集成电路设计,Semiconductor
26770,sh688047,X400103,集成电路设计,Semiconductor
26772,sh688049,X400103,集成电路设计,Semiconductor
26775,sh688052,X400103,集成电路设计,Semiconductor
26783,sh688061,X400103,集成电路设计,Semiconductor
26817,sh688099,X400103,集成电路设计,Semiconductor
26824,sh688107,X400103,集成电路设计,Semiconductor
26827,sh688110,X400103,集成电路设计,Semiconductor
26840,sh688123,X400103,集成电路设计,Semiconductor
26846,sh688130,X400103,集成电路设计,Semiconductor
26855,sh688141,X400103,集成电路设计,Semiconductor
26863,sh688153,X400103,集成电路设计,Semiconductor
26881,sh688173,X400103,集成电路设计,Semiconductor
26911,sh688206,X400103,集成电路设计,Semiconductor
26914,sh688209,X400103,集成电路设计,Semiconductor
26918,sh688213,X400103,集成电路设计,Semiconductor
26924,sh688220,X400103,集成电路设计,Semiconductor
26949,sh688252,X400103,集成电路设计,Semiconductor
26952,sh688256,X400103,集成电路设计,Semiconductor
26955,sh688259,X400103,集成电路设计,Semiconductor
26958,sh688262,X400103,集成电路设计,Semiconductor
26964,sh688270,X400103,集成电路设计,Semiconductor
26972,sh688279,X400103,集成电路设计,Semiconductor
26978,sh688286,X400103,集成电路设计,Electronics (General)
27013,sh688325,X400103,集成电路设计,Semiconductor
27020,sh688332,X400103,集成电路设计,Semiconductor
27049,sh688368,X400103,集成电路设计,Semiconductor
27060,sh688380,X400103,集成电路设计,Semiconductor
27061,sh688381,X400103,集成电路设计,Semiconductor
27070,sh688391,X400103,集成电路设计,Semiconductor
27084,sh688416,X400103,集成电路设计,Semiconductor
27098,sh688449,X400103,集成电路设计,Semiconductor
27102,sh688458,X400103,集成电路设计,Semiconductor
27112,sh688484,X400103,集成电路设计,Semiconductor
27114,sh688486,X400103,集成电路设计,Semiconductor
27118,sh688498,X400103,集成电路设计,Semiconductor
27127,sh688508,X400103,集成电路设计,Semiconductor
27131,sh688512,X400103,集成电路设计,Semiconductor
27133,sh688515,X400103,集成电路设计,Semiconductor
27139,sh688521,X400103,集成电路设计,Semiconductor
27142,sh688525,X400103,集成电路设计,Semiconductor
27150,sh688536,X400103,集成电路设计,Semiconductor
27190,sh688589,X400103,集成电路设计,Semiconductor
27192,sh688591,X400103,集成电路设计,Semiconductor
27194,sh688593,X400103,集成电路设计,Semiconductor
27195,sh688595,X400103,集成电路设计,Semiconductor
27201,sh688601,X400103,集成电路设计,Semiconductor
27207,sh688608,X400103,集成电路设计,Semiconductor
27218,sh688620,X400103,集成电路设计,Semiconductor
27238,sh688653,X400103,集成电路设计,Semiconductor
27274,sh688699,X400103,集成电路设计,Semiconductor
27277,sh688702,X400103,集成电路设计,Semiconductor
27280,sh688709,X400103,集成电路设计,Semiconductor
27293,sh688728,X400103,集成电路设计,Semiconductor
27304,sh688766,X400103,集成电路设计,Semiconductor
27320,sh688790,X400103,集成电路设计,Semiconductor
27322,sh688795,X400103,集成电路设计,Semiconductor
27325,sh688798,X400103,集成电路设计,Semiconductor
27328,sh688802,X400103,集成电路设计,Semiconductor
27331,sh688807,X400103,集成电路设计,Electronics (General)
28758,sz001309,X400103,集成电路设计,Semiconductor
28859,sz002049,X400103,集成电路设计,Semiconductor
29015,sz002213,X400103,集成电路设计,Auto Parts
44395,sz300053,X400103,集成电路设计,Semiconductor
44417,sz300077,X400103,集成电路设计,Semiconductor
44550,sz300223,X400103,集成电路设计,Semiconductor
44646,sz300327,X400103,集成电路设计,Semiconductor
44765,sz300458,X400103,集成电路设计,Semiconductor
44915,sz300613,X400103,集成电路设计,Semiconductor
44961,sz300661,X400103,集成电路设计,Semiconductor
44971,sz300671,X400103,集成电路设计,Semiconductor
44972,sz300672,X400103,集成电路设计,Semiconductor
45074,sz300782,X400103,集成电路设计,Electronics (General)
45370,sz301095,X400103,集成电路设计,Software (System & Application)
45513,sz301269,X400103,集成电路设计,Software (System & Application)
45547,sz301308,X400103,集成电路设计,Computers/Peripherals
45670,sz301536,X400103,集成电路设计,Semiconductor
25459,sh600584,X400106,半导体封测,Semiconductor
25526,sh600667,X400106,半导体封测,Semiconductor
26007,sh603005,X400106,半导体封测,Semiconductor
26850,sh688135,X400106,半导体封测,Semiconductor
26920,sh688216,X400106,半导体封测,Semiconductor
27035,sh688352,X400106,半导体封测,Semiconductor
27044,sh688362,X400106,半导体封测,Semiconductor
27053,sh688372,X400106,半导体封测,Semiconductor
27079,sh688403,X400106,半导体封测,Semiconductor
28885,sz002077,X400106,半导体封测,Real Estate (General/Diversified)
28958,sz002156,X400106,半导体封测,Semiconductor
28987,sz002185,X400106,半导体封测,Semiconductor
45578,sz301348,X400106,半导体封测,Semiconductor
25126,sh600130,X400201,消费电子组件,Computers/Peripherals
25182,sh600203,X400201,消费电子组件,Retail (Distributors)
25833,sh601138,X400201,消费电子组件,Electronics (General)
25861,sh601231,X400201,消费电子组件,Electronics (General)
26049,sh603052,X400201,消费电子组件,Electronics (General)
26242,sh603296,X400201,消费电子组件,Computers/Peripherals
26270,sh603327,X400201,消费电子组件,Metals & Mining
26310,sh603380,X400201,消费电子组件,Electronics (General)
26393,sh603595,X400201,消费电子组件,Electrical Equipment
26414,sh603626,X400201,消费电子组件,Electronics (General)
26416,sh603629,X400201,消费电子组件,Electronics (General)
26555,sh603890,X400201,消费电子组件,Electronics (General)
26688,sh605277,X400201,消费电子组件,Electrical Equipment
26915,sh688210,X400201,消费电子组件,Electronics (General)
26956,sh688260,X400201,消费电子组件,Electronics (General)
27245,sh688661,X400201,消费电子组件,Electronics (General)
27256,sh688678,X400201,消费电子组件,Machinery
28295,sz000021,X400201,消费电子组件,Electronics (General)
28762,sz001314,X400201,消费电子组件,Computers/Peripherals
28855,sz002045,X400201,消费电子组件,Electronics (Consumer & Office)
28865,sz002055,X400201,消费电子组件,Electronics (General)
29019,sz002217,X400201,消费电子组件,Electronics (General)
29041,sz002241,X400201,消费电子组件,Electronics (General)
29143,sz002351,X400201,消费电子组件,Electronics (Consumer & Office)
29215,sz002426,X400201,消费电子组件,Electronics (General)
29241,sz002456,X400201,消费电子组件,Electronics (General)
29258,sz002475,X400201,消费电子组件,Electronics (General)
29375,sz002600,X400201,消费电子组件,Electronics (General)
29405,sz002635,X400201,消费电子组件,Electrical Equipment
29425,sz002655,X400201,消费电子组件,Electronics (General)
29430,sz002660,X400201,消费电子组件,Electrical Equipment
29449,sz002681,X400201,消费电子组件,Furn/Home Furnishings
29535,sz002782,X400201,消费电子组件,Electrical Equipment
29600,sz002855,X400201,消费电子组件,Machinery
29606,sz002861,X400201,消费电子组件,Electrical Equipment
29611,sz002866,X400201,消费电子组件,Electronics (General)
29625,sz002881,X400201,消费电子组件,Telecom. Equipment
29632,sz002888,X400201,消费电子组件,Electronics (Consumer & Office)
29664,sz002925,X400201,消费电子组件,Electronics (Consumer & Office)
29675,sz002937,X400201,消费电子组件,Electronics (General)
