code,period,field,canonical_field,period_type,statement_scope,unit,value,bits,multiplier,artifact_sha256,announcement_id,available_at
300866,2025-06-30,FN46,payroll_payable,instant,provider_default,CNY,769868544.0000000000,1312263436,1,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN47,taxes_payable,instant,provider_default,CNY,462882496.0000000000,1306310710,1,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN50,other_payables,instant,provider_default,CNY,952530816.0000000000,1315117534,1,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN52,current_portion_noncurrent_liabilities,instant,provider_default,CNY,198468176.0000000000,1295861285,1,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN520,credit_impairment_income,H1,provider_default,CNY,-40541101.0742187500,3313328579,10000,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN53,other_current_liabilities,instant,provider_default,CNY,366379488.0000000000,1303294991,1,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN54,current_liabilities,instant,provider_default,CNY,6771706368.0000000000,1338626053,1,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN55,long_term_borrowings,instant,provider_default,CNY,852671104.0000000000,1313557226,1,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN56,bonds_payable,instant,provider_default,CNY,1085867904.0000000000,1317106191,1,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN579,investment_property_depreciation_amortization,H1,provider_default,CNY,448499.9847412109,1110664806,10000,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN581,right_of_use_depreciation,H1,provider_default,CNY,47764799.8046875000,1167410135,10000,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN59,provisions,instant,provider_default,CNY,242562320.0000000000,1298617169,1,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN60,deferred_tax_liabilities,instant,provider_default,CNY,28748586.0000000000,1272665493,1,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN63,total_liabilities,instant,provider_default,CNY,9344241664.0000000000,1342913908,1,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN69,noncontrolling_interests,instant,provider_default,CNY,190958944.0000000000,1295391958,1,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN72,total_equity,instant,provider_default,CNY,9327966208.0000000000,1342898014,1,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
300866,2025-06-30,FN8,monetary_funds,instant,provider_default,CNY,2979713280.0000000000,1328650961,1,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb,1224614835,2025-08-29 16:00:00+00
