code,period,item,value,unit,period_basis,route,field,scope,reason,pdf_value,pdf_locator,pdf_sha256,announcement_id,available_at,information_as_of,tdx_source,tdx_probe,tdx_probe_sha256
300866,2026-06-30,cf_property_depreciation,448499.9847412109,CNY,ytd,tdx_standard,FN579,provider_default,reviewed_direct_field,448495.08,anker/1225533054.pdf#page=138,ff81b9e7c2e8eb04bd450fce3c084b28f5b4be4c1e2638250160b7bb813ebac1,1225533054,2026-08-31 16:00:00+00,2026-09-06T00:00:00+00:00,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c/1225533054,FN579*10000,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c
300866,2025-06-30,cf_property_depreciation,448499.9847412109,CNY,ytd,tdx_standard,FN579,provider_default,reviewed_direct_field,448495.08,anker/1224614835.pdf#page=148,e1aff2dcb92aea9bcc8b3b69b66051b2e27c68026dbbff77d56ef27373dee674,1224614835,2025-08-29 16:00:00+00,2026-09-06T00:00:00+00:00,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb/1224614835,FN579*10000,d234e4f6cc3233fa9dc38e27269f15d6cd0f106f704a89ed9f798a2c335d39fb
300866,2026-06-30,extra_restricted_cash,182757358.11,CNY,instant,cninfo_note,,consolidated_note_component,classified_component_not_identifiable_from_aggregate,182757358.11,anker/1225533054.pdf#page=23,ff81b9e7c2e8eb04bd450fce3c084b28f5b4be4c1e2638250160b7bb813ebac1,1225533054,2026-08-31 16:00:00+00,2026-09-06T00:00:00+00:00,,no_nonzero_match_not_proof_of_absence,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c
300866,2026-06-30,extra_current_financial_debt,1454725462.49,CNY,instant,cninfo_note,,consolidated_note_component,classified_component_not_identifiable_from_aggregate,1454725462.49,anker/1225533054.pdf#page=99,ff81b9e7c2e8eb04bd450fce3c084b28f5b4be4c1e2638250160b7bb813ebac1,1225533054,2026-08-31 16:00:00+00,2026-09-06T00:00:00+00:00,,no_nonzero_match_not_proof_of_absence,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c
300866,2026-06-30,extra_noncurrent_financial_debt,27194239.63,CNY,instant,cninfo_note,,consolidated_note_component,classified_component_not_identifiable_from_aggregate,27194239.63,anker/1225533054.pdf#page=109,ff81b9e7c2e8eb04bd450fce3c084b28f5b4be4c1e2638250160b7bb813ebac1,1225533054,2026-08-31 16:00:00+00,2026-09-06T00:00:00+00:00,,no_nonzero_match_not_proof_of_absence,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c
300866,2026-06-30,extra_current_financial_equity,826455927.85,CNY,instant,cninfo_note,,consolidated_note_component,classified_component_not_identifiable_from_aggregate,826455927.85,anker/1225533054.pdf#page=99,ff81b9e7c2e8eb04bd450fce3c084b28f5b4be4c1e2638250160b7bb813ebac1,1225533054,2026-08-31 16:00:00+00,2026-09-06T00:00:00+00:00,,no_nonzero_match_not_proof_of_absence,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c
300866,2026-06-30,extra_noncurrent_financial_equity,638315255.45,CNY,instant,cninfo_note,,consolidated_note_component,classified_component_not_identifiable_from_aggregate,638315255.45,anker/1225533054.pdf#page=109,ff81b9e7c2e8eb04bd450fce3c084b28f5b4be4c1e2638250160b7bb813ebac1,1225533054,2026-08-31 16:00:00+00,2026-09-06T00:00:00+00:00,,no_nonzero_match_not_proof_of_absence,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c
300866,2026-06-30,current_loans,139041423.46,CNY,instant,cninfo_note,,consolidated_note_component,maturity_components_not_identifiable_from_total,139041423.46,anker/1225533054.pdf#page=122,ff81b9e7c2e8eb04bd450fce3c084b28f5b4be4c1e2638250160b7bb813ebac1,1225533054,2026-08-31 16:00:00+00,2026-09-06T00:00:00+00:00,,no_nonzero_match_not_proof_of_absence,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c
300866,2026-06-30,current_bonds,181516.69,CNY,instant,cninfo_note,,consolidated_note_component,maturity_components_not_identifiable_from_total,181516.69,anker/1225533054.pdf#page=122,ff81b9e7c2e8eb04bd450fce3c084b28f5b4be4c1e2638250160b7bb813ebac1,1225533054,2026-08-31 16:00:00+00,2026-09-06T00:00:00+00:00,,no_nonzero_match_not_proof_of_absence,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c
300866,2026-06-30,current_leases,94283517.90,CNY,instant,cninfo_note,,consolidated_note_component,maturity_components_not_identifiable_from_total,94283517.90,anker/1225533054.pdf#page=122,ff81b9e7c2e8eb04bd450fce3c084b28f5b4be4c1e2638250160b7bb813ebac1,1225533054,2026-08-31 16:00:00+00,2026-09-06T00:00:00+00:00,,no_nonzero_match_not_proof_of_absence,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c
300866,2026-06-30,extra_provisions,218924048.0000000000,CNY,instant,tdx_standard,FN59,provider_default,reviewed_direct_field,218924055.12,anker/1225533054.pdf#page=58,ff81b9e7c2e8eb04bd450fce3c084b28f5b4be4c1e2638250160b7bb813ebac1,1225533054,2026-08-31 16:00:00+00,2026-09-06T00:00:00+00:00,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c/1225533054,FN59*1,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c
300866,2026-06-30,extra_convertible_equity_book,4494798.5000000000,CNY,instant,tdx_standard,FN299,provider_default,reviewed_direct_field,4494798.36,anker/1225533054.pdf#page=58,ff81b9e7c2e8eb04bd450fce3c084b28f5b4be4c1e2638250160b7bb813ebac1,1225533054,2026-08-31 16:00:00+00,2026-09-06T00:00:00+00:00,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c/1225533054,FN299*1,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c
300866,2026-06-30,extra_conversion_price,108.86,CNY/share,instant,cninfo_note,,convertible_security,security_terms_not_book_liability,108.86,anker/1225533054.pdf#page=55,ff81b9e7c2e8eb04bd450fce3c084b28f5b4be4c1e2638250160b7bb813ebac1,1225533054,2026-08-31 16:00:00+00,2026-09-06T00:00:00+00:00,,no_nonzero_match_not_proof_of_absence,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c
300866,2026-06-30,convertible_face,1104660800.00,CNY,instant,cninfo_note,,convertible_security,security_terms_not_book_liability,1104660800.00,anker/1225533054.pdf#page=54,ff81b9e7c2e8eb04bd450fce3c084b28f5b4be4c1e2638250160b7bb813ebac1,1225533054,2026-08-31 16:00:00+00,2026-09-06T00:00:00+00:00,,no_nonzero_match_not_proof_of_absence,6366c4224e1a08de7bdb8e45ec6af624a20205f70a305eaf66a33d78aaa6578c
